MOM1617,MOM819,MOM1819,MOMF,finalvaluebo,finalvalueba,bowlerf,batsmanf,player,bowlF,batF
0.2,0.5238095238095237,0.4,0.4347826086956522,0.698581683651407,0.15711576973596378,0.6985816836514069,0.15711576973596378,A Mishra,0.6722017761558315,0.18488245363193262
0.2,0.2857142857142857,0.0,0.18115942028985507,0.3782254460852846,0.06944377344775701,0.3782254460852846,0.06944377344775701,A Nehra,0.35851884350574165,0.08061533813196682
0.2,0.047619047619047616,0.0,0.07246376811594203,0.2590032484921128,0.05370588164260163,0.2590032484921128,0.05370588164260163,A Zampa,0.24034930045449573,0.05558167028993567
0.4,0.09523809523809523,0.0,0.14492753623188406,0.34216138378960304,0.07436539322985805,0.34216138378960304,0.07436539322985805,AB Dinda,0.32243799903383114,0.08142160753006067
0.8,0.9523809523809523,1.0,1.0,0.0,0.870181878475931,0.0,0.8701818784759309,AB de Villiers,0.1,0.8831636906283379
0.6000000000000001,0.5238095238095237,1.0,0.7536231884057971,0.7262693139418022,0.6818333566881374,0.7262693139418022,0.6818333566881373,AD Russell,0.7290047013882017,0.6890123398599034
0.6000000000000001,0.23809523809523808,0.0,0.2608695652173913,0.04247012567068023,0.473423322959226,0.04247012567068023,0.473423322959226,AJ Finch,0.06431006962535135,0.45216794718504255
0.4,0.09523809523809523,0.0,0.14492753623188406,0.7093656550695205,0.2394769206028156,0.7093656550695205,0.2394769206028156,AJ Tye,0.6529218431857569,0.23002198216572248
0.4,0.5714285714285714,0.0,0.36231884057971014,0.024220270513283983,0.7237596619457985,0.024220270513283983,0.7237596619457985,AM Rahane,0.0580301275199266,0.6876155798091897
0.4,0.19047619047619047,0.0,0.18840579710144928,0.6189170379087902,0.3117078581939666,0.6189170379087902,0.31170785819396657,AR Patel,0.5758659138280561,0.2993776520847149
0.2,0.42857142857142855,0.4,0.391304347826087,0.0,0.6454202038435906,0.0,0.6454202038435906,AT Rayudu,0.0391304347826087,0.6200086182418402
0.6000000000000001,0.23809523809523808,0.0,0.2608695652173913,0.9960178106334534,0.17412939981958755,0.9960178106334534,0.17412939981958755,B Kumar,0.9225029860918472,0.18280341635936792
0.6000000000000001,0.14285714285714285,0.0,0.2173913043478261,0.5965710114779773,0.4071348877215498,0.5965710114779773,0.4071348877215498,BA Stokes,0.5586530407649621,0.38816052938417744
0.2,0.047619047619047616,0.0,0.07246376811594203,0.4217890561296973,0.3362657337070189,0.4217890561296973,0.3362657337070189,BCJ Cutting,0.38685652732832176,0.30988553714791117
0.2,0.19047619047619047,0.4,0.2826086956521739,0.0,0.7038920685893465,0.0,0.7038920685893465,CA Lynn,0.02826086956521739,0.6617637312956292
0.2,1.0,0.6000000000000001,0.7246376811594203,0.17488437502053808,0.7540562141350101,0.17488437502053808,0.7540562141350102,CH Gayle,0.22985970563442631,0.7511143608374511
0.4,0.09523809523809523,0.0,0.14492753623188406,0.7540205779112561,0.34365322878185983,0.7540205779112561,0.34365322878185983,CH Morris,0.6931112737433188,0.32378065952686225
0.2,0.14285714285714285,0.0,0.11594202898550726,0.5899505714842731,0.2189814723126388,0.5899505714842729,0.2189814723126388,CJ Anderson,0.5425497172343965,0.20867752797992564
0.2,0.047619047619047616,0.0,0.07246376811594203,0.4701035371988874,0.314568847555493,0.4701035371988874,0.3145688475554929,CR Brathwaite,0.4303395602905929,0.2903583396115379
0.8,0.8095238095238095,0.4,0.7173913043478262,0.0,1.0,0.0,1.0,DA Warner,0.07173913043478262,0.9717391304347827
0.6000000000000001,0.5238095238095237,0.0,0.391304347826087,0.2770445022962378,0.32970358379872755,0.2770445022962378,0.32970358379872755,DR Smith,0.2884704868492227,0.3358636602014635
0.4,0.6190476190476191,0.0,0.38405797101449274,0.0,0.532857418363768,0.0,0.532857418363768,G Gambhir,0.03840579710144928,0.5179774736288405
0.2,0.23809523809523808,0.0,0.15942028985507248,0.35792579558704846,0.4388668922028538,0.3579257955870484,0.4388668922028538,GJ Maxwell,0.33807524501385083,0.41092223196807565
0.4,0.09523809523809523,0.0,0.14492753623188406,0.0,0.3153672158639053,0.0,0.3153672158639053,HM Amla,0.014492753623188408,0.2983232479007032
0.2,0.09523809523809523,0.2,0.16666666666666666,0.5740424313326553,0.19693923844781103,0.5740424313326553,0.19693923844781105,HV Patel,0.5333048548660565,0.19391198126969658
0.2,0.23809523809523808,0.8,0.44927536231884063,0.0,0.697779958408612,0.0,0.6977799584086118,JC Buttler,0.044927536231884065,0.6729294987996348
0.4,0.23809523809523808,0.2,0.2826086956521739,0.8054686054363244,0.13963925789912696,0.8054686054363244,0.13963925789912693,JD Unadkat,0.7531826144579092,0.15393620167443167
0.2,0.23809523809523808,0.8,0.44927536231884063,0.9999999999999999,0.15328607660301977,1.0,0.15328607660301974,JJ Bumrah,0.944927536231884,0.18288500517460185
0.2,0.47619047619047616,0.2,0.34057971014492755,0.3304978745570874,0.5283540677271754,0.3304978745570874,0.5283540677271754,KA Pollard,0.3315060581158714,0.5095766319689506
0.8,0.19047619047619047,0.0,0.2898550724637681,0.6070321268323279,0.4867591646440291,0.6070321268323279,0.4867591646440291,KH Pandya,0.575314421395472,0.467068755426003
0.4,0.14285714285714285,0.0,0.16666666666666666,0.0,0.5116493696945463,0.0,0.5116493696945463,KK Nair,0.016666666666666666,0.47715109939175837
0.2,0.09523809523809523,0.0,0.09420289855072464,0.0,0.3455811158139416,0.0,0.3455811158139416,KM Jadhav,0.009420289855072464,0.3204432940876199
0.2,0.14285714285714285,0.4,0.2608695652173913,0.11409332480595744,0.6797359314758671,0.11409332480595745,0.6797359314758671,KS Williamson,0.12877094884710083,0.6378492948500195
0.2,0.047619047619047616,0.0,0.07246376811594203,0.4682673922062693,0.12307259223190929,0.4682673922062693,0.12307259223190928,KV Sharma,0.42868702979723655,0.11801170982031257
0.2,0.047619047619047616,0.0,0.07246376811594203,0.20003390787290407,0.07466532495513212,0.20003390787290407,0.07466532495513213,LH Ferguson,0.18727689389720786,0.07444516927121311
0.2,0.14285714285714285,0.0,0.11594202898550726,0.055138100603785385,0.21428195731207964,0.05513810060378538,0.21428195731207966,LMP Simmons,0.061218493441957574,0.2044479644794224
0.2,0.14285714285714285,0.0,0.11594202898550726,0.0,0.3625451856377918,0.0,0.3625451856377918,M Vohra,0.011594202898550727,0.3378848699725634
0.2,0.09523809523809523,0.0,0.09420289855072464,0.2887520512260171,0.23120589687281726,0.2887520512260171,0.2312058968728173,MC Henriques,0.26929713595848787,0.21750559704060798
0.2,0.09523809523809523,0.0,0.09420289855072464,0.8325471814262323,0.17939391354297657,0.8325471814262323,0.17939391354297654,MJ McClenaghan,0.7587127531386816,0.17087481204375138
0.2,0.09523809523809523,0.0,0.09420289855072464,0.7275430702256498,0.15049539379202106,0.7275430702256498,0.15049539379202104,MM Sharma,0.6642090530581574,0.1448661442678914
0.4,0.09523809523809523,0.0,0.14492753623188406,0.47195183025167897,0.3777861623908677,0.471951830251679,0.3777861623908677,MP Stoinis,0.4392494008496995,0.3545002997749694
0.4,0.8095238095238095,0.8,0.7608695652173914,0.0,0.707662432580009,0.0,0.707662432580009,MS Dhoni,0.07608695652173914,0.7129831458437473
0.2,0.047619047619047616,0.0,0.07246376811594203,0.7650123090770848,0.16775101316705798,0.7650123090770847,0.167751013167058,Mohammed Shami,0.6957574549809706,0.1582222886619464
0.2,0.047619047619047616,0.0,0.07246376811594203,0.6650011404074478,0.08970835782091842,0.6650011404074478,0.08970835782091842,Mohammed Siraj,0.6057474031782973,0.08798389885042078
0.2,0.047619047619047616,0.0,0.07246376811594203,0.5063240208777718,0.027683352067040527,0.5063240208777718,0.027683352067040527,Mustafizur Rahman,0.4629379956015888,0.032161393671930674
0.4,0.19047619047619047,0.4,0.3333333333333333,0.21994768935231535,0.5722399521443863,0.21994768935231532,0.5722399521443863,N Rana,0.23128625375041714,0.5483492902632809
0.6000000000000001,0.19047619047619047,0.0,0.2391304347826087,0.3049100326799268,0.08242606356335361,0.30491003267992683,0.08242606356335361,NM Coulter-Nile,0.29833207289019503,0.09809650068527911
0.2,0.09523809523809523,0.0,0.09420289855072464,0.37307647988562026,0.08820979796517382,0.37307647988562026,0.08820979796517382,P Kumar,0.34518912175213073,0.0888091080237289
0.2,0.23809523809523808,0.2,0.23188405797101452,0.0,0.5991482121168604,0.0,0.5991482121168604,PA Patel,0.023188405797101453,0.5624217967022759
0.2,0.047619047619047616,0.0,0.07246376811594203,0.0,0.6536936725380936,0.0,0.6536936725380936,Q de Kock,0.007246376811594204,0.5955706820958785
0.2,0.047619047619047616,0.0,0.07246376811594203,0.23809383614889526,0.4719332280681536,0.2380938361488953,0.4719332280681535,RA Tripathi,0.22153082934559995,0.4319862820729324
1.0,0.8095238095238095,0.6000000000000001,0.8405797101449275,0.0528049944461428,0.6931400430086114,0.0528049944461428,0.6931400430086114,RG Sharma,0.13158246601602128,0.7078840097222431
0.4,0.2857142857142857,0.8,0.5217391304347826,0.0,0.8266619414516259,0.0,0.8266619414516259,RR Pant,0.052173913043478265,0.7961696603499416
0.6000000000000001,0.3333333333333333,0.0,0.30434782608695654,0.0,0.6998856743323757,0.0,0.6998856743323757,RV Uthappa,0.030434782608695657,0.6603318895078338
0.4,0.3333333333333333,1.0,0.6159420289855073,0.7574790385873924,0.2391603781865243,0.7574790385873924,0.2391603781865243,Rashid Khan,0.743325337627204,0.2768385432664226
0.2,0.2857142857142857,0.8,0.4710144927536232,0.04725381122592244,0.8428496244770834,0.04725381122592243,0.8428496244770834,S Dhawan,0.08962987937869252,0.8056661113047374
0.2,0.047619047619047616,0.0,0.07246376811594203,0.03824661426314091,0.18605304632062492,0.03824661426314092,0.1860530463206249,SA Yadav,0.04166832964842103,0.17469411850015665
0.4,0.6666666666666666,0.0,0.40579710144927533,0.22577348623113785,0.7664096939054033,0.22577348623113785,0.7664096939054033,SK Raina,0.2437758477529516,0.7303484346597905
0.4,0.42857142857142855,0.6000000000000001,0.5144927536231884,0.804641951518964,0.5083315517775082,0.8046419515189642,0.5083315517775082,SP Narine,0.7756270317293864,0.5089476719620762
0.2,0.23809523809523808,0.2,0.23188405797101452,0.02369218185922288,0.5820859418194058,0.02369218185922288,0.5820859418194058,SPD Smith,0.044511369470402046,0.5470657534345666
0.2,0.7142857142857142,1.0,0.7391304347826086,0.6596922408503461,0.6362868523521547,0.6596922408503461,0.6362868523521547,SR Watson,0.6676360602435724,0.6465712105952001
0.2,0.19047619047619047,0.4,0.2826086956521739,0.0,0.6284851124859281,0.0,0.6284851124859281,SS Iyer,0.02826086956521739,0.5938974708025526
0.4,0.23809523809523808,0.4,0.35507246376811596,0.0,0.658270720616188,0.0,0.658270720616188,SV Samson,0.035507246376811595,0.6279508949313808
0.4,0.23809523809523808,0.0,0.21014492753623187,0.7040195295218318,0.06970535145223847,0.7040195295218318,0.06970535145223848,Sandeep Sharma,0.6546320693232718,0.08374930906063781
1.0,0.5714285714285714,0.2,0.5869565217391304,0.33130702435565307,0.9548826336821605,0.3313070243556531,0.9548826336821604,V Kohli,0.3568719740940008,0.9180900224878575
0.2,0.14285714285714285,0.0,0.11594202898550726,0.0,0.40295687454425894,0.0,0.4029568745442589,WP Saha,0.011594202898550727,0.37425538998838376
0.2,0.047619047619047616,0.0,0.07246376811594203,0.41334412679513977,0.2046361770866707,0.41334412679513977,0.2046361770866707,Washington Sundar,0.37925609092721996,0.19141893618959785
0.4,0.7619047619047619,0.0,0.44927536231884063,0.2740488163631264,0.46370838481796617,0.2740488163631264,0.4637083848179662,YK Pathan,0.29157147095869784,0.4622650825680536
0.2,0.23809523809523808,0.0,0.15942028985507248,0.42011126704268675,0.4304310419034939,0.4201112670426868,0.4304310419034939,Yuvraj Singh,0.39404216932392533,0.40332996669865173
0.0,0.047619047619047616,0.0,0.021739130434782608,0.03805734664296806,0.013806528923512753,0.03805734664296806,0.01380652892351275,A Chandila,0.03642552502214952,0.014599789074639737
0.0,0.047619047619047616,0.2,0.09420289855072464,0.2986632427840269,0.14221777865776988,0.2986632427840269,0.14221777865776988,A Joseph,0.2782172083606967,0.13741629064706534
0.0,0.14285714285714285,0.0,0.06521739130434782,0.06960569399719282,0.017343784979360836,0.06960569399719282,0.017343784979360836,A Kumble,0.06916686372790833,0.022131145611859537
0.0,0.047619047619047616,0.0,0.021739130434782608,0.36478985389622215,0.004515470175508887,0.36478985389622215,0.004515470175508887,A Singh,0.3304847815500782,0.006237836201436258
0.0,0.14285714285714285,0.0,0.06521739130434782,0.0573457294376816,0.07093181415672499,0.0573457294376816,0.07093181415672499,A Symonds,0.058132895624348216,0.07036037187148728
0.0,0.047619047619047616,0.0,0.021739130434782608,0.04505270010038971,0.03893498942361798,0.04505270010038971,0.038934989423617984,AA Jhunjhunwala,0.042721343133829005,0.037215403524734444
0.0,0.3333333333333333,0.0,0.15217391304347827,0.0,0.09052780656342728,0.0,0.09052780656342728,AC Gilchrist,0.015217391304347828,0.09669241721143237
0.0,0.047619047619047616,0.0,0.021739130434782608,0.0440426800159253,0.056167619303102635,0.04404268001592531,0.056167619303102635,AC Voges,0.04181232505781104,0.05272477041627063
0.0,0.047619047619047616,0.0,0.021739130434782608,0.04773578734334642,0.028684818417022778,0.047735787343346416,0.028684818417022775,AD Mascarenhas,0.04513612165249004,0.027990249618798764
0.0,0.047619047619047616,0.0,0.021739130434782608,0.24307859308162932,0.15672093249396093,0.2430785930816293,0.15672093249396093,AD Mathews,0.22094464681694465,0.1432227522880431
0.0,0.047619047619047616,0.0,0.021739130434782608,0.0,0.09012549377876587,0.0,0.09012549377876587,AP Tare,0.002173913043478261,0.08328685744436755
0.0,0.09523809523809523,0.4,0.18840579710144928,0.589548910923522,0.10130475766569814,0.589548910923522,0.10130475766569813,AS Rajpoot,0.5494345995413148,0.11001486160927326
0.0,0.09523809523809523,0.4,0.18840579710144928,0.0,0.48068104589261795,0.0,0.480681045892618,AS Yadav,0.01884057971014493,0.45145352101350106
0.0,0.09523809523809523,0.0,0.043478260869565216,0.06554379405111506,0.05173531328629376,0.06554379405111506,0.051735313286293765,Azhar Mahmood,0.06333724073296007,0.050909608044620906
0.0,0.09523809523809523,0.0,0.043478260869565216,0.07260468825940172,0.032965300457791016,0.07260468825940172,0.032965300457791016,B Lee,0.06969204552041808,0.03401659649896844
0.0,0.047619047619047616,0.2,0.09420289855072464,0.362218338014563,0.19798484532301439,0.36221833801456305,0.1979848453230144,B Stanlake,0.3354167940681792,0.1876066506457854
0.0,0.047619047619047616,0.0,0.021739130434782608,0.051828452813593294,0.020754237566301306,0.0518284528135933,0.020754237566301303,BA Bhatt,0.048819520575712226,0.02085272685314944
0.0,0.23809523809523808,0.0,0.10869565217391305,0.0,0.5330529012975364,0.0,0.5330529012975365,BB McCullum,0.010869565217391306,0.49061717638517405
0.0,0.2857142857142857,0.0,0.13043478260869565,0.052514050660617755,0.07182945894534411,0.05251405066061776,0.07182945894534411,BJ Hodge,0.060306123855425546,0.07768999131167925
0.0,0.09523809523809523,0.0,0.043478260869565216,0.06182237217621134,0.0,0.06182237217621134,0.0,BW Hilfenhaus,0.05998796104554673,0.004347826086956522
0.0,0.047619047619047616,0.0,0.021739130434782608,0.06879701532750232,0.06566169181159004,0.0687970153275023,0.06566169181159004,CL White,0.06409122683823035,0.0612694356739093
0.0,0.047619047619047616,0.0,0.021739130434782608,0.06742877855260827,0.029288396874876835,0.06742877855260826,0.029288396874876832,CRD Fernando,0.0628598137408257,0.028533470230867414
0.0,0.14285714285714285,0.0,0.06521739130434782,0.0,0.3986363946240136,0.0,0.3986363946240136,DA Miller,0.006521739130434783,0.3652944942920471
0.0,0.09523809523809523,0.0,0.043478260869565216,0.07211573841320801,0.024433700475837466,0.07211573841320801,0.024433700475837462,DE Bollinger,0.06925199065884373,0.02633815651521024
0.0,0.14285714285714285,0.2,0.13768115942028986,0.9063157693130061,0.29607038540618846,0.906315769313006,0.2960703854061885,DJ Bravo,0.8294523083237344,0.2802314628075986
0.0,0.047619047619047616,0.0,0.021739130434782608,0.3442837325516243,0.2619556134227869,0.3442837325516243,0.2619556134227869,DJ Hooda,0.31202927233994016,0.23793396512398646
0.0,0.09523809523809523,0.0,0.043478260869565216,0.052895522051017295,0.06925016705541116,0.052895522051017295,0.06925016705541116,DJ Hussey,0.05195379593287209,0.06667297643682657
0.0,0.047619047619047616,0.0,0.021739130434782608,0.05730556899940338,0.04321863146312357,0.057305568999403374,0.04321863146312357,DJG Sammy,0.05374892514294131,0.04107068136028948
0.0,0.047619047619047616,0.2,0.09420289855072464,0.7026132451535562,0.3153399155669367,0.702613245153556,0.3153399155669367,DL Chahar,0.641772210493273,0.2932262138653155
0.0,0.047619047619047616,0.0,0.021739130434782608,0.057597873823901066,0.03005868237301892,0.05759787382390106,0.030058682373018918,DL Vettori,0.05401199948498922,0.02922672717919529
0.0,0.047619047619047616,0.0,0.021739130434782608,0.07247313541600121,0.008451877255779212,0.07247313541600121,0.008451877255779212,DP Nannes,0.06739973491787936,0.009780602573679551
0.0,0.23809523809523808,0.0,0.10869565217391305,0.0,0.07848491695922773,0.0,0.07848491695922773,DPMD Jayawardene,0.010869565217391306,0.08150599048069626
0.0,0.23809523809523808,0.0,0.10869565217391305,0.4513762578291115,0.055820637729126946,0.4513762578291115,0.05582063772912695,DW Steyn,0.41710819726359166,0.06110813917360556
0.0,0.047619047619047616,0.0,0.021739130434782608,0.0,0.18055873926681723,0.0,0.18055873926681726,EJG Morgan,0.002173913043478261,0.16467677838361375
0.0,0.19047619047619047,0.4,0.23188405797101452,0.07712231559254817,0.554388291506717,0.07712231559254816,0.5543882915067171,F du Plessis,0.09259848983039481,0.5221378681531468
0.0,0.09523809523809523,0.0,0.043478260869565216,0.0,0.06112150017775451,0.0,0.061121500177754515,GC Smith,0.004347826086956522,0.05935717624693558
0.0,0.047619047619047616,0.0,0.021739130434782608,0.04597366022941587,0.01847913319000237,0.04597366022941587,0.01847913319000237,GD McGrath,0.043550207249952545,0.018805132914480396
0.0,0.09523809523809523,0.0,0.043478260869565216,0.03388587390939372,0.035589434086163434,0.03388587390939372,0.03558943408616344,GH Vihari,0.03484511260541087,0.036378316764503614
0.0,0.047619047619047616,0.0,0.021739130434782608,0.0,0.1529178396642684,0.0,0.1529178396642684,GJ Bailey,0.002173913043478261,0.1397999687413198
0.0,0.047619047619047616,0.2,0.09420289855072464,0.28301265946801396,0.01823135099665447,0.283012659468014,0.018231350996654468,H Gurney,0.26413168337628506,0.02582850575206149
0.0,0.047619047619047616,0.0,0.021739130434782608,0.0,0.06253042953717446,0.0,0.06253042953717446,HH Gibbs,0.002173913043478261,0.05845129962693527
0.0,0.2857142857142857,0.8,0.42028985507246375,0.7858242330671736,0.5092345046485653,0.7858242330671736,0.5092345046485655,HH Pandya,0.7492707952677027,0.5003400396909552
0.0,0.38095238095238093,0.4,0.31884057971014496,0.6999958374040239,0.20291843193537518,0.6999958374040239,0.2029184319353752,Harbhajan Singh,0.661880311634636,0.21451064671285214
0.0,0.09523809523809523,0.0,0.043478260869565216,0.06616908335900984,0.03553774945521356,0.06616908335900984,0.03553774945521356,Harmeet Singh,0.06390000111006537,0.03633180059664873
0.0,0.09523809523809523,0.0,0.043478260869565216,0.5976376842776893,0.2590259347048896,0.5976376842776893,0.2590259347048896,I Sharma,0.5422217419368769,0.23747116732135717
0.0,0.09523809523809523,0.0,0.043478260869565216,0.2440959777998967,0.10091624909317887,0.2440959777998967,0.10091624909317888,IK Pathan,0.22403420610686356,0.09517245027081751
0.0,0.047619047619047616,0.2,0.09420289855072464,0.7465739655560382,0.10958340300750473,0.7465739655560382,0.10958340300750473,Imran Tahir,0.6813368588555069,0.10804535256182672
0.0,0.09523809523809523,0.0,0.043478260869565216,0.2594422859153445,0.13308606021400698,0.2594422859153445,0.13308606021400698,Iqbal Abdulla,0.2378458834107666,0.12412528027956281
0.0,0.047619047619047616,0.2,0.09420289855072464,0.0,0.44807645994787176,0.0,0.44807645994787176,Ishan Kishan,0.009420289855072464,0.4126891038081571
