Player,Team 2017,Base.P 2017,Auction.P 2017,Team 2011,Base.P 2011,Auction.P 2011,Team 2014,Base.P 2014,Auction.P 2014,Team 2008,Base.P 2008,Auction.P 2008,Nationality,Speciality,Team 2010_x,Auction.P 2010,Base.P 2010,Team 2010_y,Base.P 2013,Auction.P 2013,Team 2016,Base.P 2016,Auction.P 2016,Team 2019,Base.P 2019,Auction.P 2019,Playing Role_x,Base.P 2015,Team 2015,Auction.P 2015,Playing Role_y,Base.P 2018,Team 2018,Auction.P 2018,Team 2012,Base.P 2012,Auction.P 2012,Team 2009,Auction.P 2009,Base.P 2009
Tirumalasetti Suman,,,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,10.0,10.0,,,,,,,,,,,,,,,,,
Umang Sharma,,,,,,,,,,,,,,,,,,,,,Gujarat Lions,10.0,10.0,,,,,,,,,,,,,,,,,
Peter Handscomb,,,,,,,,,,,,,,,,,,,,,Rising Pune Supergiant,30.0,30.0,,,,,,,,,,,,,,,,,
Jitesh Sharma,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,10.0,10.0,,,,,,,,,,,,,,,,,
Armaan Jaffer,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,10.0,10.0,,,,,,,,,,,,,,,,,
Andrew Tye,,,,,,,,,,,,,,,,,,,,,Gujarat Lions,30.0,50.0,,,,,20.0,Chennai Super Kings,20.0,Bowler,100.0,Kings XI Punjab,720.0,,,,,,
Rajagopal Sathish,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,20.0,20.0,,,,,,,,,,,,,,,,,
Akshay Karnewar,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,10.0,10.0,,,,,,,,,,,,,,,,,
Manan Sharma,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,10.0,10.0,,,,,,,,,,,,,,,,,
Deepak Chahar,,,,,,,,,,,,,,,,,,,,,Rising Pune Supergiant,10.0,10.0,,,,,,,,All-Rounder,20.0,Chennai Super Kings,80.0,,,,,,
Kishore Kamath,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,10.0,140.0,,,,,,,,,,,,,,,,,
Pardeep Sahu,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,10.0,10.0,,,,,10.0,Rajasthan Royals,10.0,Bowler,20.0,Kings XI Punjab,20.0,,,,,,
Krunal Pandya,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,10.0,200.0,,,,,,,,All-Rounder,40.0,Mumbai Indians[RTM],880.0,,,,,,
Deepak Punia,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,10.0,10.0,,,,,,,,,,,,,,,,,
Swapnil Singh,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,10.0,10.0,,,,,,,,,,,,,,,,,
Khaleel Ahmed,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,10.0,10.0,,,,,,,,Bowler,20.0,Sunrisers Hyderabad,300.0,,,,,,
Jaydev Shah,,,,,,,,,,,,,,,,,,,,,Gujarat Lions,20.0,20.0,,,,,,,,,,,,,,,,,
Pratyush Singh,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,10.0,10.0,,,,,10.0,Chennai Super Kings,10.0,,,,,,,,,,
Joel Paris,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,30.0,30.0,,,,,,,,,,,,,,,,,
Scott Boland,,,,,,,,,,,,,,,,,,,,,Rising Pune Supergiant,50.0,50.0,,,,,,,,,,,,,,,,,
Adam Zampa,,,,,,,,,,,,,,,,,,,,,Rising Pune Supergiant,30.0,30.0,,,,,,,,,,,,,,,,,
Jaskaran Singh,,,,,,,,,,,,,,,,,,,,,Rising Pune Supergiant,10.0,10.0,,,,,,,,,,,,,,,,,
Vikas Tokas,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,10.0,10.0,,,,,,,,,,,,,,,,,
Farhaan Behardien,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,30.0,30.0,,,,,,,,,,,,,,,,,
Akhil Herwadkar,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,10.0,10.0,,,,,,,,,,,,,,,,,
Mahipal Lomror,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,10.0,10.0,,,,,,,,All-Rounder,20.0,Rajasthan Royals,20.0,,,,,,
Hanuma Vihari,,,,,,,,,,,,,,,,,,,,,,,,Delhi Capitals,50.0,200.0,Batsman,10.0,Sunrisers Hyderabad,10.0,,,,,,,,,,
Shimron Hetmyer,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,50.0,420.0,Batsman,,,,,,,,,,,,,
Axar Patel,,,,,,,,,,,,,,,,,,,,,,,,Delhi Capitals,100.0,500.0,All-rounder,,,,,,,,,,,,,
Jonny Bairstow,,,,,,,,,,,,,,,,,,,,,,,,Sunrisers Hyderabad,150.0,220.0,Wicketkeeper,,,,,,,,,,,,,
Mohammad Shami,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,100.0,480.0,Bowler,,,,,,,,,,,,,
Devdutt Padikkal,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,20.0,20.0,Batsman,,,,,,,,,,,,,
Anmolpreet Singh,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,20.0,80.0,Batsman,,,,,,,,,,,,,
Sarfaraz Khan,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,25.0,All-rounder,10.0,Royal Challengers Bangalore,50.0,,,,,,,,,,
Shivam Dube,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,20.0,500.0,All-rounder,,,,,,,,,,,,,
Varun Chakravarthy,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,840.0,All-rounder,,,,,,,,,,,,,
Sam Curran,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,200.0,720.0,All-rounder,,,,,,,,,,,,,
Heinrich Klaasen,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,50.0,50.0,Wicketkeeper,,,,,,,,,,,,,
Sherfane Rutherford,,,,,,,,,,,,,,,,,,,,,,,,Delhi Capitals,40.0,200.0,All-rounder,,,,,,,,,,,,,
Anrich Nortje,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,20.0,20.0,Bowler,,,,,,,,,,,,,
Oshane Thomas,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,50.0,110.0,Bowler,,,,,,,,,,,,,
Hardus Viljoen,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,75.0,75.0,Bowler,,,,,,,,,,,,,
Himmat Singh,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,20.0,65.0,Batsman,,,,,,,,,,,,,
Nikhil Naik,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,20.0,20.0,Wicketkeeper,10.0,Kings XI Punjab,30.0,,,,,,,,,,
Arshdeep Singh,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,20.0,Bowler,,,,,,,,,,,,,
Harry Gurney,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,75.0,75.0,Bowler,,,,,,,,,,,,,
Pankaj Jaiswal,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,20.0,20.0,All-rounder,,,,,,,,,,,,,
Darshan Nalkande,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,30.0,All-rounder,,,,,,,,,,,,,
Prab Simran Singh,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,480.0,Wicketkeeper,,,,,,,,,,,,,
Rasikh Salam,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,20.0,20.0,Bowler,,,,,,,,,,,,,
Prithvi Raj Yarra,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,20.0,20.0,Bowler,,,,,,,,,,,,,
Liam Livingstone,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,50.0,50.0,All-rounder,,,,,,,,,,,,,
Keemo Paul,,,,,,,,,,,,,,,,,,,,,,,,Delhi Capitals,50.0,50.0,All-rounder,,,,,,,,,,,,,
Prayas Ray Barman,,,,,,,,,,,,,,,,,,,,,,,,Royal Challengers Bangalore,20.0,150.0,All-rounder,,,,,,,,,,,,,
Agnivesh Ayachi,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,20.0,All-rounder,,,,,,,,,,,,,
Harpreet Brar,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,20.0,20.0,All-rounder,,,,,,,,,,,,,
Ruturaj Gaikwad,,,,,,,,,,,,,,,,,,,,,,,,Chennai Super Kings,20.0,20.0,Batsman,,,,,,,,,,,,,
Shubham Ranjane,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,20.0,20.0,All-rounder,,,,,,,,,,,,,
Joe Denly,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,100.0,100.0,Batsman,,,,,,,,,,,,,
Bandaru Ayyappa,,,,,,,,,,,,,,,,,,,,,,,,Delhi Capitals,20.0,20.0,Bowler,,,,,,,,,,,,,
Shrikant Mundhe,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,20.0,20.0,All-rounder,,,,,,,,,,,,,
Manan Vohra,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,20.0,20.0,Batsman,,,,Batsman,20.0,Royal Challengers Bangalore,110.0,,,,,,
Ashton Turner,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,50.0,50.0,All-rounder,,,,,,,,,,,,,
Riyan Parag,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,20.0,20.0,All-rounder,,,,,,,,,,,,,
Shreyas Iyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Delhi Daredevils,260.0,,,,,,,,,,
Gurinder Sandhu,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Delhi Daredevils,170.0,,,,,,,,,,
Domnic Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Delhi Daredevils,75.0,,,,,,,,,,
Srikar Bharat,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Delhi Daredevils,10.0,,,,,,,,,,
KK Jiyas,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Delhi Daredevils,10.0,,,,,,,,,,
Yogesh Golwalkar,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kings XI Punjab,10.0,,,,,,,,,,
Brad Hogg,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Kolkata Knight Riders,50.0,,,,,Rajasthan Royals,"$100,000","$180,000",,,
Aditya Garhwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kolkata Knight Riders,25.0,,,,,,,,,,
Sheldon Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kolkata Knight Riders,15.0,,,,,,,,,,
Sumit Narwal,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kolkata Knight Riders,10.0,,,,,,,,,,
Vaibhav Rawal,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Kolkata Knight Riders,10.0,,,,,,,,,,
Mitchell McClenaghan,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Mumbai Indians,30.0,,,,,,,,,,
Hardik Pandya,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mumbai Indians,10.0,,,,,,,,,,
Akshay Wakhare,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mumbai Indians,10.0,,,,,,,,,,
Nitish Rana,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mumbai Indians,10.0,All-Rounder,20.0,Kolkata Knight Riders,340.0,,,,,,
Siddhesh Lad,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mumbai Indians,10.0,Batsman,20.0,Mumbai Indians,20.0,,,,,,
Jagadeesha Suchith,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Mumbai Indians,10.0,,,,,,,,,,
Dinesh Salunkhe,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Rajasthan Royals,10.0,,,,,,,,,,
Sagar Trivedi,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Rajasthan Royals,10.0,,,,,,,,,,
David Wiese,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Royal Challengers Bangalore,280.0,,,,,,,,,,
Sean Abbott,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Royal Challengers Bangalore,100.0,,,,,,,,,,
Adam Milne,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,Royal Challengers Bangalore,70.0,,,,,,,,,,
Shishir Bhavane,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Royal Challengers Bangalore,10.0,,,,,,,,,,
Ravi Bopara,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,Sunrisers Hyderabad,100.0,,,,,,,,Kings XI Punjab,"$450,000","$150,000"
Kane Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,Sunrisers Hyderabad,60.0,Batsman,150.0,Sunrisers Hyderabad,300.0,,,,,,
Padmanabhan Prasanth,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Sunrisers Hyderabad,10.0,,,,,,,,,,
Kieron Pollard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,200.0,Mumbai Indians[RTM],540.0,,,,,,
Ajinkya Rahane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,200.0,Rajasthan Royals[RTM],400.0,,,,,,
David Miller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,150.0,Kings XI Punjab[RTM],300.0,,,,,,
Colin de Grandhomme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,75.0,Royal Challengers Bangalore,220.0,,,,,,
Moeen Ali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,150.0,Royal Challengers Bangalore,170.0,,,,,,
Ambati Rayudu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicketkeeper,50.0,Chennai Super Kings,220.0,,,,,,
Imran Tahir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,100.0,Chennai Super Kings,100.0,,,,,,
Shubman Gill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,20.0,Kolkata Knight Riders,180.0,,,,,,
Prithvi Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,20.0,Delhi Daredevils,120.0,,,,,,
Kamlesh Nagarkoti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Kolkata Knight Riders,320.0,,,,,,
D'Arcy Short,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Rajasthan Royals,400.0,,,,,,
Jofra Archer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,40.0,Rajasthan Royals,720.0,,,,,,
Siddharth Kaul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,30.0,Sunrisers Hyderabad,380.0,,,,,,
Avesh Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Delhi Daredevils,70.0,,,,,,
Krishnappa Gowtham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Rajasthan Royals,620.0,,,,,,
Evin Lewis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,150.0,Mumbai Indians,380.0,,,,,,
Washington Sundar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,150.0,Royal Challengers Bangalore,320.0,,,,,,
Mujeeb Zadran,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,50.0,Kings XI Punjab,400.0,,,,,,
Apoorv Wankhade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,20.0,Kolkata Knight Riders,20.0,,,,,,
Manjot Kalra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,20.0,Delhi Daredevils,20.0,,,,,,
Shivam Mavi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Kolkata Knight Riders,300.0,,,,,,
Abhishek Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Delhi Daredevils,55.0,,,,,,
Narayan Jagadeesan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicketkeeper,20.0,Chennai Super Kings,20.0,,,,,,
Zahir Khan Pakteen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Rajasthan Royals,60.0,,,,,,
Mitchell Santner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,50.0,Chennai Super Kings,50.0,,,,,,
Jason Behrendorff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,100.0,Mumbai Indians,150.0,,,,,,
Cameron Delport,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,30.0,Kolkata Knight Riders,30.0,,,,,,
Tajinder Singh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Mumbai Indians,55.0,,,,,,
Shreevats Goswami,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicketkeeper,20.0,Sunrisers Hyderabad,100.0,,,,,,
Ben Dwarshuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Kings XI Punjab,140.0,,,,,,
KM Asif,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Chennai Super Kings,40.0,,,,,,
Sandeep Lamichhane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Delhi Daredevils,20.0,,,,,,
Lungisani Ngidi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,50.0,Chennai Super Kings,50.0,,,,,,
Sharad Lumba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batsman,20.0,Mumbai Indians,20.0,,,,,,
Kanishk Seth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Chennai Super Kings,20.0,,,,,,
Dhruv Shorey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Chennai Super Kings,20.0,,,,,,
Aniruddha Joshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Royal Challengers Bangalore,20.0,,,,,,
Sudhesan Midhun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Rajasthan Royals,20.0,,,,,,
Prashant Chopra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wicketkeeper,20.0,Rajasthan Royals,20.0,,,,,,
Bipul Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Sunrisers Hyderabad,20.0,,,,,,
Mayank Markande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Mumbai Indians,20.0,,,,,,
Mayank Dagar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Kings XI Punjab,20.0,,,,,,
Anukul Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Mumbai Indians,20.0,,,,,,
Mark Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,150.0,Chennai Super Kings,150.0,,,,,,
Mohsin Khan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Mumbai Indians,20.0,,,,,,
Mehdi Hasan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Sunrisers Hyderabad,20.0,,,,,,
Kshitiz Sharma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Chennai Super Kings,20.0,,,,,,
Monu Kumar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Chennai Super Kings,20.0,,,,,,
Chaitanya Bishnoi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Chennai Super Kings,20.0,,,,,,
Jatin Saxena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Rajasthan Royals,20.0,,,,,,
Aryaman Birla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Rajasthan Royals,30.0,,,,,,
Pavan Deshpande,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Royal Challengers Bangalore,20.0,,,,,,
Dushmantha Chameera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,50.0,Rajasthan Royals,50.0,,,,,,
M. D. Nidheesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bowler,20.0,Mumbai Indians,20.0,,,,,,
Manzoor Dar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,20.0,Kings XI Punjab,20.0,,,,,,
Javon Searles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,All-Rounder,30.0,Kolkata Knight Riders,30.0,,,,,,
Dinesh Chandimal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,"$50,000","$50,000",,,
Sunil Narine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,"$50,000","$700,000",,,
Robin Peterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,"$100,000","$100,000",,,
Daniel Harris,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deccan Chargers,"$50,000","$70,000",,,
Azhar Mahmood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kings XI Punjab,"$100,000","$200,000",,,
Doug Bracewell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Delhi Daredevils,"$50,000","$50,000",,,
Andrew Flintoff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennai Super Kings,"$1,550,000","$950,000"
Tyron Henderson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rajasthan Royals,"$650,000","$100,000"
Thilan Thushara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Chennai Super Kings,"$140,000","$100,000"
Kyle Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,"$150,000","$150,000"
Mohammad Ashraful,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mumbai Indians,"$75,000","$75,000"
Mashrafe Mortaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kolkata Knight Riders,"$600,000","$50,000"
