,batsman,no of balls,batsman_runs,SRR,avg.runs,50's,100's,fours,sixes,30's,value
152,HM Amla,0.119381620383624,0.126868953386103,0.591592617908407,0.969242354031511,0.128205128205128,0.4,0.122199592668024,0.0804597701149425,0.0952380952380952,0.5211085384539379
153,HV Patel,0.0105926137990266,0.0103342128408091,0.530075187969924,0.105267222737102,0.0,0.0,0.00407331975560081,0.0114942528735632,0.0,0.1931405627414459
154,I Malhotra,0.000858860578299456,0.0015391380826737,0.75,0.188137164040778,0.0,0.0,0.0020366598778004,0.0,0.0,0.2817805722408617
155,I Sharma,0.0166046378471228,0.00989445910290237,0.326876513317191,0.0711443057297061,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.12188350714852483
156,IC Pandey,0.000286286859433152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43143429716576e-05
157,IK Pathan,0.281706269682221,0.252858399296394,0.500362581580855,0.376929858269851,0.0256410256410256,0.0,0.191446028513238,0.1455938697318,0.158730158730158,0.32725984211289944
158,Imran Tahir,0.0140280561122244,0.0079155672823219,0.308571428571428,0.074427889071077,0.0,0.0,0.00407331975560081,0.00383141762452107,0.0,0.11690777226695824
159,Iqbal Abdulla,0.0243343830518179,0.0193491644678979,0.438538205980066,0.181934839951522,0.0,0.0,0.0183299389002036,0.00383141762452107,0.0158730158730158,0.19080653015934257
160,IR Jaggi,0.028342399083882,0.0167106420404573,0.325714285714285,0.291804580961206,0.0,0.0,0.0142566191446028,0.0,0.0,0.18934180750100932
161,Ishan Kishan,0.0727168622960206,0.0701407211961301,0.536134453781512,0.57157862218103,0.0256410256410256,0.0,0.0692464358452138,0.0498084291187739,0.0793650793650793,0.3533636968435706
162,J Arunkumar,0.00658459776696249,0.00505716798592788,0.410714285714285,0.206054989187519,0.0,0.0,0.010183299389002,0.0,0.0,0.18657856011471224
163,J Botha,0.103922129974234,0.0899296394019349,0.481554160125588,0.392592347411623,0.0256410256410256,0.0,0.0794297352342158,0.0191570881226053,0.0634920634920634,0.28570663201792246
164,J Suchith,0.00916117950186086,0.0105540897097625,0.623376623376623,0.258016682113067,0.0,0.0,0.00814663951120162,0.00766283524904214,0.0158730158730158,0.26696149447370293
165,J Syed Mohammad,0.00744345834526195,0.00637642919964819,0.46031746031746,0.155885078776645,0.0,0.0,0.00814663951120162,0.0,0.0,0.18644084233124353
166,J Theron,0.00343544231319782,0.00219876868953386,0.329670329670329,0.0671918443002781,0.0,0.0,0.0020366598778004,0.0,0.0,0.11959286736724142
167,J Yadav,0.00314915545376467,0.00131926121372031,0.214285714285714,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.08876416212787457
168,JA Morkel,0.203549957056971,0.214379947229551,0.586878009630818,0.391116705628483,0.0769230769230769,0.0,0.124236252545824,0.206896551724137,0.111111111111111,0.3538165456275575
169,Jaskaran Singh,0.00286286859433152,0.00175901495162708,0.311688311688311,0.0716713005869631,0.0,0.0,0.0,0.00383141762452107,0.0,0.11555681366493278
170,JC Buttler,0.107071285427998,0.116094986807387,0.603428571428571,0.591288229842447,0.0256410256410256,0.0,0.10183299389002,0.0996168582375478,0.0793650793650793,0.3910475269641009
171,JD Ryder,0.133123389636415,0.132805628847845,0.555487431023911,0.559777571825763,0.102564102564102,0.0,0.136456211812627,0.0727969348659003,0.126984126984126,0.3786923943967556
172,JD Unadkat,0.00343544231319782,0.00109938434476693,0.164835164835164,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.05779528131671914
173,JDP Oram,0.0312052676782135,0.0233069481090589,0.412987012987013,0.258994018030162,0.0,0.0,0.0122199592668024,0.0191570881226053,0.0158730158730158,0.20749008993600151
174,JDS Neesham,0.00629831090752934,0.0046174142480211,0.391304347826087,0.141102873030584,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.16087127447609717
175,JE Taylor,0.00314915545376467,0.00197889182058047,0.321428571428571,0.0483781278962002,0.0,0.0,0.0,0.0,0.0,0.11129735675217763
176,JEC Franklin,0.0881763527054108,0.0718997361477572,0.453536754507628,0.549293327154773,0.0256410256410256,0.0,0.0509164969450101,0.0344827586206896,0.0476190476190476,0.3206450386162612
177,JH Kallis,0.655596908101918,0.533641160949868,0.454012595872045,0.686629920491683,0.435897435897435,0.0,0.523421588594704,0.168582375478927,0.539682539682539,0.5186809137293095
178,JJ Bumrah,0.00744345834526195,0.00549692172383465,0.396825396825396,0.11198640716713,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.15393785753632167
179,JJ Roy,0.011451474377326,0.0129727352682497,0.616724738675958,0.528575841828852,0.0,0.0,0.0183299389002036,0.00383141762452107,0.0158730158730158,0.34697300217761984
180,JJ van der Wath,0.00458058975093043,0.00395778364116095,0.453781512605042,0.161260426320667,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.1855098407782926
181,JM Kemp,0.00687088462639564,0.00571679859278803,0.445714285714285,0.349397590361446,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.2398212381622352
182,JO Holder,0.00887489264242771,0.00835532102022867,0.508928571428571,0.204263206672845,0.0,0.0,0.00814663951120162,0.00766283524904214,0.0,0.21626684504529567
183,Joginder Sharma,0.0011451474377326,0.00131926121372031,0.514285714285714,0.161260426320667,0.0,0.0,0.0020366598778004,0.0,0.0,0.202995591866619
184,JP Duminy,0.467506441454337,0.438214599824098,0.522731246721454,0.733771757207966,0.358974358974359,0.0,0.25458248472505,0.298850574712643,0.428571428571428,0.5157969275449006
185,JP Faulkner,0.115946178070426,0.115875109938434,0.556298381421534,0.314756461744413,0.0,0.0,0.0733197556008146,0.0881226053639846,0.0952380952380952,0.2891210120610449
186,JR Hopes,0.0896077870025765,0.091688654353562,0.569153776160145,0.589873664699282,0.102564102564102,0.0,0.0997963340122199,0.0421455938697317,0.0634920634920634,0.3811283763127627
187,K Goel,0.0681362725450901,0.0479331574318381,0.390914524805738,0.366195551436515,0.0,0.0,0.0346232179226069,0.0344827586206896,0.0158730158730158,0.2398257430149381
188,K Rabada,0.0191812195820211,0.0120932277924362,0.346638655462184,0.492740191535371,0.0,0.0,0.010183299389002,0.00383141762452107,0.0158730158730158,0.2549247538723126
189,K Upadhyay,0.00229029487546521,0.00263852242744063,0.571428571428571,0.322520852641334,0.0,0.0,0.0020366598778004,0.0,0.0,0.26870576039893485
190,KA Pollard,0.478957915831663,0.51759014951627,0.602662570404505,0.564891433867337,0.307692307692307,0.0,0.323828920570264,0.563218390804597,0.412698412698412,0.5132034706821877
191,KAJ Roach,0.00486687661036358,0.00439753737906772,0.476190476190476,0.107506950880444,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.17616477693861823
192,Kamran Akmal,0.0220440881763527,0.0281442392260334,0.703296703296703,0.573370404695705,0.0256410256410256,0.0,0.0244399185336048,0.0306513409961685,0.0158730158730158,0.39303073805036837
193,Kamran Khan,0.0011451474377326,0.000659630606860158,0.257142857142857,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.10145514152352986
194,Karanveer Singh,0.00458058975093043,0.00263852242744063,0.302521008403361,0.0806302131603337,0.0,0.0,0.0020366598778004,0.0,0.0,0.115580814390845
195,KB Arun Karthik,0.0148869166905239,0.0112137203166226,0.412398921832884,0.171339202965709,0.0,0.0,0.0122199592668024,0.00383141762452107,0.0,0.1780724375119138
196,KC Cariappa,0.00486687661036358,0.00329815303430079,0.357142857142857,0.100787766450417,0.0,0.0,0.0,0.00383141762452107,0.0,0.1381822312694017
197,KC Sangakkara,0.407386200973375,0.370932277924362,0.507724719101123,0.666780243144522,0.256410256410256,0.0,0.40122199592668,0.0996168582375478,0.365079365079365,0.4695176033649446
198,KD Karthik,0.675350701402805,0.638302550571679,0.527179176755447,0.582262459712559,0.358974358974359,0.0,0.582484725050916,0.272030651340996,0.65079365079365,0.5234234867991697
199,KH Pandya,0.0893215001431434,0.105540897097625,0.657234139662254,0.678991268718598,0.0256410256410256,0.0,0.0936863543788187,0.0766283524904214,0.111111111111111,0.42960763575122035
200,KJ Abbott,0.00200400801603206,0.00285839929639401,0.696428571428571,0.116465863453815,0.0,0.0,0.0,0.00383141762452107,0.0,0.24448425585262804
201,KK Cooper,0.0197537933008874,0.0255057167985927,0.710204081632653,0.259808464627741,0.0,0.0,0.0183299389002036,0.0306513409961685,0.0158730158730158,0.29766420140580624
202,KK Nair,0.265674205553965,0.254617414248021,0.534214977702598,0.622465245597776,0.205128205128205,0.0,0.274949083503054,0.0996168582375478,0.238095238095238,0.4314857865448997
203,KL Rahul,0.169195533924992,0.159410729991204,0.524855212355212,0.649521161569353,0.102564102564102,0.0,0.124236252545824,0.0919540229885057,0.142857142857142,0.4011839511866678
204,KM Jadhav,0.195533924992842,0.196350043975373,0.559523809523809,0.421068890948407,0.0769230769230769,0.0,0.144602851323828,0.126436781609195,0.158730158730158,0.3489902249703715
205,KMDN Kulasekara,0.000572573718866304,0.00109938434476693,0.714285714285714,0.134383688600556,0.0,0.0,0.0020366598778004,0.0,0.0,0.25488195417774706
206,KP Appanna,0.00314915545376467,0.00131926121372031,0.214285714285714,0.161260426320667,0.0,0.0,0.0,0.0,0.0,0.11295322607597455
207,KP Pietersen,0.216719152590896,0.220096745822339,0.565963060686015,0.747322623828647,0.128205128205128,0.2,0.187372708757637,0.153256704980842,0.238095238095238,0.46596334229857517
208,KS Williamson,0.0927569424563412,0.0903693931398416,0.541978021978022,0.736422613531048,0.0769230769230769,0.0,0.075356415478615,0.0421455938697317,0.0793650793650793,0.4126909694975169
209,Kuldeep Yadav,0.00601202404809619,0.00439753737906772,0.389610389610389,0.268767377201112,0.0,0.0,0.00407331975560081,0.0,0.0,0.19853881736665394
210,KV Sharma,0.0813054680790151,0.0697009674582233,0.476691729323308,0.250586054625742,0.0,0.0,0.0366598778004073,0.053639846743295,0.0317460317460317,0.2350032875851143
211,KW Richardson,0.0108789006584597,0.0079155672823219,0.395604395604395,0.241890639481001,0.0,0.0,0.00407331975560081,0.00383141762452107,0.0,0.19309902972713727
212,L Ablish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,L Balaji,0.00687088462639564,0.00395778364116095,0.308571428571428,0.0806302131603337,0.0,0.0,0.00610997963340122,0.0,0.0,0.11792751368930247
214,L Ronchi,0.0103063269395934,0.00747581354441512,0.393822393822393,0.182761816496756,0.0,0.0,0.0122199592668024,0.00383141762452107,0.0,0.1753234430033133
215,LA Carseldine,0.0200400801603206,0.0178100263852242,0.488933601609658,0.435403151065802,0.0,0.0,0.0224032586558044,0.0,0.0158730158730158,0.28165226055508275
216,LA Pomersbach,0.071571714858288,0.0664028144239226,0.515651678998292,0.507298424467099,0.0256410256410256,0.0,0.0549898167006109,0.0498084291187739,0.0476190476190476,0.3265057937051957
217,LH Ferguson,0.00171772115659891,0.0015391380826737,0.428571428571428,0.0940685820203893,0.0,0.0,0.0020366598778004,0.0,0.0,0.15717436923508854
218,LJ Wright,0.0177497852848554,0.0233069481090589,0.721088435374149,0.569786839666358,0.0,0.0,0.0305498981670061,0.0114942528735632,0.0317460317460317,0.393308914631405
219,LMP Simmons,0.251073575722874,0.237247141600703,0.526684022128213,1.0,0.307692307692307,0.2,0.224032586558044,0.168582375478927,0.269841269841269,0.5548500539417073
220,LPC Silva,0.00744345834526195,0.00879507475813544,0.634920634920635,0.358356502934815,0.0,0.0,0.010183299389002,0.00383141762452107,0.0,0.300177537764413
221,LR Shukla,0.102204408817635,0.0890501319261213,0.484836392657621,0.329850872019545,0.0,0.0,0.0672097759674134,0.0613026819923371,0.0476190476190476,0.2668042582739028
222,LRPL Taylor,0.242198683080446,0.223614775725593,0.514589306797099,0.506178560395427,0.0769230769230769,0.0,0.138492871690427,0.172413793103448,0.174603174603174,0.3684334081811838
223,M Ashwin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
224,M de Lange,0.00143143429716576,0.000659630606860158,0.214285714285714,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.08861231300935861
225,M Kaif,0.07357572287432,0.056948109058927,0.430232558139534,0.316412503159489,0.0,0.0,0.0468431771894093,0.0229885057471264,0.0317460317460317,0.2380254481874018
226,M Kartik,0.0309189808187804,0.0248460861917326,0.444298820445609,0.216933668740897,0.0,0.0,0.0142566191446028,0.00383141762452107,0.0,0.20362815281365754
227,M Klinger,0.0220440881763527,0.0160510114335971,0.401098901098901,0.49050046339203,0.0,0.0,0.0183299389002036,0.0,0.0,0.2714702106224709
228,M Manhas,0.138849126825078,0.11301671064204,0.453262786596119,0.363543241793081,0.0,0.0,0.0896130346232179,0.0383141762452107,0.0793650793650793,0.2718576989205558
229,M Morkel,0.0263383910678499,0.0277044854881266,0.580645161290322,0.1693234476367,0.0,0.0,0.020366598778004,0.0191570881226053,0.0,0.2316530379821283
230,M Muralitharan,0.000572573718866304,0.000439753737906772,0.285714285714285,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.1019129324060862
231,M Ntini,0.00515316346979673,0.00241864555848724,0.248120300751879,0.147822057460611,0.0,0.0,0.00407331975560081,0.0,0.0,0.11956736257597761
232,M Rawat,0.0197537933008874,0.0120932277924362,0.336734693877551,0.134383688600556,0.0,0.0,0.00814663951120162,0.00383141762452107,0.0,0.14433267701097546
233,M Vijay,0.59862582307472,0.552110817941952,0.514408631521442,0.681691802173728,0.384615384615384,0.4,0.490835030549898,0.340996168582375,0.555555555555555,0.545252263771456
234,M Vohra,0.21442885771543,0.21042216358839,0.546857142857142,0.627342390198692,0.0769230769230769,0.0,0.195519348268839,0.134099616858237,0.222222222222222,0.4134481582439813
235,MA Agarwal,0.197824219868308,0.178979771328056,0.50412881915772,0.455784677170218,0.0769230769230769,0.0,0.169042769857433,0.126436781609195,0.158730158730158,0.34287474550348207
236,MA Khote,0.00286286859433152,0.00263852242744063,0.467532467532467,0.107506950880444,0.0,0.0,0.00407331975560081,0.0,0.0,0.173203953579226
237,MA Starc,0.0277698253650157,0.021108179419525,0.419825072886297,0.234560620102788,0.0,0.0,0.0244399185336048,0.0,0.0,0.2015258114042811
238,Mandeep Singh,0.268250787288863,0.244503078276165,0.508071885470606,0.515291936978683,0.128205128205128,0.0,0.274949083503054,0.0689655172413793,0.19047619047619,0.3810768736270556
239,Mashrafe Mortaza,0.000286286859433152,0.000439753737906772,0.428571428571428,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.14475576092025744
240,MC Henriques,0.21986830804466,0.213060686015831,0.540033438603009,0.520871177015755,0.128205128205128,0.0,0.175152749490835,0.103448275862068,0.19047619047619,0.3818589705260406
241,MC Juneja,0.0380761523046092,0.0274846086191732,0.399786780383795,0.479941745001984,0.0,0.0,0.0224032586558044,0.00383141762452107,0.0158730158730158,0.27036893925625904
242,MD Mishra,0.0606928141998282,0.0521108179419525,0.476861167002012,0.374693343509785,0.0,0.0,0.0529531568228105,0.0306513409961685,0.0317460317460317,0.2692578770950925
243,MDKJ Perera,0.00343544231319782,0.0030782761653474,0.461538461538461,0.188137164040778,0.0,0.0,0.00610997963340122,0.0,0.0,0.1958099859803044
244,MEK Hussey,0.471514457486401,0.434696569920844,0.514129680998613,0.916126042632067,0.41025641025641,0.2,0.407331975560081,0.199233716475095,0.444444444444444,0.5816149992589609
245,MF Maharoof,0.0352132837102776,0.0389182058047493,0.611751152073732,0.339798755461405,0.0,0.0,0.0244399185336048,0.0344827586206896,0.0158730158730158,0.29489721684112363
246,MG Johnson,0.0446607500715717,0.0332014072119613,0.412192902638762,0.156091822912953,0.0,0.0,0.0162932790224032,0.0268199233716475,0.0,0.1787883208241563
247,Misbah-ul-Haq,0.0231892356140853,0.0257255936675461,0.611498257839721,0.393072289156626,0.0,0.0,0.020366598778004,0.0229885057471264,0.0317460317460317,0.30790815750565087
248,MJ Clarke,0.0271972516461494,0.0215479331574318,0.4375,0.438986716095149,0.0,0.0,0.0244399185336048,0.0,0.0158730158730158,0.2681714650239477
249,MJ Guptill,0.0406527340395075,0.0415567282321899,0.566433566433566,0.507970342910102,0.0256410256410256,0.0,0.0427698574338085,0.0268199233716475,0.0476190476190476,0.33567667031506276
250,MJ Lumb,0.0563985113083309,0.0611257695690413,0.601731601731601,0.622644423849242,0.0256410256410256,0.0,0.0957230142566191,0.0229885057471264,0.0793650793650793,0.38688933410346704
251,MJ McClenaghan,0.0125966218150586,0.0138522427440633,0.6,0.141102873030584,0.0,0.0,0.00407331975560081,0.0229885057471264,0.0,0.22601036000205407
252,MK Pandey,0.543945032922988,0.488786279683377,0.501164800480949,0.628915662650603,0.256410256410256,0.2,0.405295315682281,0.249042145593869,0.46031746031746,0.4880542450283701
253,MK Tiwary,0.413111938162038,0.36235708003518,0.489117530668777,0.56066916155371,0.179487179487179,0.0,0.311608961303462,0.149425287356321,0.38095238095238,0.4205541750597055
254,ML Hayden,0.239908388204981,0.243403693931398,0.565469095862421,0.929767145505098,0.205128205128205,0.0,0.25254582484725,0.168582375478927,0.269841269841269,0.5332126319945082
255,MM Patel,0.011451474377326,0.00857519788918206,0.40766550522648,0.0873493975903615,0.0,0.0,0.010183299389002,0.0,0.0,0.1506473953100671
256,MM Sharma,0.00343544231319782,0.0030782761653474,0.461538461538461,0.125424776027185,0.0,0.0,0.00407331975560081,0.0,0.0,0.1768537033847805
257,MN Samuels,0.0495276266819352,0.0354001759014951,0.396551724137931,0.309082483781279,0.0,0.0,0.0183299389002036,0.0268199233716475,0.0317460317460317,0.22059895242532235
258,MN van Wyk,0.0383624391640423,0.0367194371152154,0.53015873015873,0.897683039851715,0.0256410256410256,0.0,0.0366598778004073,0.00383141762452107,0.0476190476190476,0.4393027757404595
259,Mohammad Ashraful,0.00314915545376467,0.000439753737906772,0.0714285714285714,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.03775604720711705
260,Mohammad Asif,0.000286286859433152,0.000219876868953386,0.214285714285714,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.07238503763161455
261,Mohammad Hafeez,0.0237618093329516,0.0140721196130167,0.326530612244898,0.215013901760889,0.0,0.0,0.0142566191446028,0.00766283524904214,0.0,0.16651639008475005
262,Mohammad Nabi,0.0220440881763527,0.011433597185576,0.285714285714285,0.0499139414802064,0.0,0.0,0.00407331975560081,0.00383141762452107,0.0,0.10344904972608597
263,Mohammed Shami,0.000858860578299456,0.000879507475813544,0.428571428571428,0.0358356502934815,0.0,0.0,0.0,0.0,0.0,0.13945301743596916
264,MP Stoinis,0.0386487260234755,0.0358399296394019,0.513655462184873,0.547613531047266,0.0256410256410256,0.0,0.0305498981670061,0.0153256704980842,0.0476190476190476,0.32951926290043365
265,MR Marsh,0.0572573718866303,0.0494722955145118,0.479744136460554,0.431947570501785,0.0,0.0,0.0183299389002036,0.053639846743295,0.0476190476190476,0.2858190967620964
266,MS Bisla,0.210707128542799,0.175461741424802,0.464043419267299,0.549939402580736,0.102564102564102,0.0,0.197556008146639,0.0881226053639846,0.0952380952380952,0.3616490642725447
267,MS Dhoni,0.766962496421414,0.782761653474054,0.569296375266524,0.669099204780389,0.435897435897435,0.0,0.519348268839103,0.597701149425287,0.761904761904761,0.603949155556548
268,MS Gony,0.0214715144574864,0.0217678100263852,0.558270676691729,0.177386468952734,0.0,0.0,0.0122199592668024,0.0306513409961685,0.0158730158730158,0.22664197802729802
269,MS Wade,0.00916117950186086,0.00483729111697449,0.285714285714285,0.197096076614149,0.0,0.0,0.0,0.0,0.0,0.1457848967853207
270,MV Boucher,0.0907529344403091,0.0866314863676341,0.53099730458221,0.460410202683642,0.0256410256410256,0.0,0.0672097759674134,0.0459770114942528,0.0952380952380952,0.32065045511001106
271,N Rana,0.101345548239335,0.0960861917326297,0.527565392354124,0.783008958912573,0.102564102564102,0.0,0.0610997963340122,0.0957854406130268,0.0952380952380952,0.42812872440181154
272,N Saini,0.0406527340395075,0.030782761653474,0.419580419580419,0.376274328081557,0.0256410256410256,0.0,0.0325865580448065,0.0,0.0317460317460317,0.24871249879315455
273,ND Doshi,0.000286286859433152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43143429716576e-05
274,Niraj Patel,0.0352132837102776,0.0266051011433597,0.418202764976958,0.542014210688908,0.0256410256410256,0.0,0.0305498981670061,0.00383141762452107,0.0317460317460317,0.29741874749287395
275,NJ Maddinson,0.00572573718866304,0.00439753737906772,0.408163265306122,0.179178251467408,0.0,0.0,0.00814663951120162,0.0,0.0,0.17749876039518303
276,NJ Rimmington,0.000286286859433152,0.000439753737906772,0.428571428571428,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.14475576092025744
277,NL McCullum,0.00629831090752934,0.00571679859278803,0.484472049689441,0.349397590361446,0.0,0.0,0.0,0.00383141762452107,0.0,0.2512773724773927
278,NLTC Perera,0.0930432293157744,0.0932277924362357,0.557405784399649,0.379857893110904,0.0,0.0,0.0529531568228105,0.0996168582375478,0.0793650793650793,0.30483777643442783
279,NM Coulter-Nile,0.0148869166905239,0.011433597185576,0.420485175202156,0.127053669222343,0.0,0.0,0.00610997963340122,0.0153256704980842,0.0,0.16749659768465663
280,NS Naik,0.00916117950186086,0.00505716798592788,0.298701298701298,0.309082483781279,0.0,0.0,0.0020366598778004,0.0,0.0,0.18344147670990496
281,NV Ojha,0.38791869453192,0.341468777484608,0.490834386852085,0.448812620207876,0.153846153846153,0.0,0.248472505091649,0.298850574712643,0.174603174603174,0.3861456398168344
282,OA Shah,0.115659891210993,0.111257695690413,0.535449735449735,0.618164967562558,0.102564102564102,0.0,0.0712830957230142,0.0881226053639846,0.0952380952380952,0.3835267583121391
283,P Awana,0.00372172917263097,0.00109938434476693,0.153061224489795,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.054277413556080095
284,P Dogra,0.0400801603206412,0.02792436235708,0.386018237082066,0.284445474204509,0.0,0.0,0.00814663951120162,0.0191570881226053,0.0158730158730158,0.20765524769085297
285,P Kumar,0.00515316346979673,0.00439753737906772,0.451127819548872,0.134383688600556,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.1767233156051423
286,P Negi,0.081019181219582,0.0776165347405452,0.532696177062374,0.327154772937904,0.0,0.0,0.0570264765784114,0.0613026819923371,0.0476190476190476,0.27743791181514604
287,P Parameswaran,0.000572573718866304,0.000219876868953386,0.142857142857142,0.0134383688600556,0.0,0.0,0.0,0.0,0.0,0.046939269887997924
288,P Sahu,0.00343544231319782,0.00417766051011433,0.626373626373626,0.255329008341056,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.26547277982999323
289,PA Patel,0.58946464357286,0.510554089709762,0.483079056865464,0.53799814643188,0.256410256410256,0.0,0.613034623217922,0.134099616858237,0.46031746031746,0.4634512284165968
290,PA Reddy,0.0475236186659032,0.0360598065083553,0.420872540633019,0.440778498609824,0.0,0.0,0.0305498981670061,0.00766283524904214,0.0158730158730158,0.26707573634361653
291,Pankaj Singh,0.00314915545376467,0.0015391380826737,0.25,0.0376274328081557,0.0,0.0,0.0,0.0,0.0,0.08659960142340231
292,Parvez Rasool,0.00543945032922988,0.00373790677220756,0.364285714285714,0.114226135310472,0.0,0.0,0.0020366598778004,0.0,0.0,0.1443418842639841
293,PC Valthaty,0.123389636415688,0.11103781882146,0.500992063492063,0.590119676028528,0.0769230769230769,0.2,0.128309572301425,0.0766283524904214,0.0793650793650793,0.36987846446194034
294,PD Collingwood,0.045233323790438,0.0446350043975373,0.547169811320754,0.779425393883226,0.0769230769230769,0.0,0.0183299389002036,0.0498084291187739,0.0476190476190476,0.416667637352918
295,PJ Cummins,0.00658459776696249,0.00725593667546174,0.589285714285714,0.295644114921223,0.0,0.0,0.010183299389002,0.0,0.0,0.2672466032752055
296,PJ Sangwan,0.00830231892356141,0.00439753737906772,0.285714285714285,0.0597260838224693,0.0,0.0,0.0020366598778004,0.0,0.0,0.10462954673655714
297,PM Sarvesh Kumar,0.000858860578299456,0.000439753737906772,0.214285714285714,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.08049867532048657
298,PP Chawla,0.133409676495848,0.113236587510993,0.472621596818599,0.212946460397804,0.0,0.0,0.0997963340122199,0.057471264367816,0.0,0.23409857898373693
299,PP Ojha,0.0125966218150586,0.00351802990325417,0.152380952380952,0.0226330422906199,0.0,0.0,0.0,0.0,0.0,0.05348583248254992
300,PR Shah,0.0274835385055825,0.0202286719437115,0.406480117820324,0.274739985583358,0.0,0.0,0.0183299389002036,0.00766283524904214,0.0,0.20950594097871164
301,PSP Handscomb,0.00143143429716576,0.000659630606860158,0.214285714285714,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.07248627037729186
302,PV Tambe,0.00343544231319782,0.00131926121372031,0.197802197802197,0.0806302131603337,0.0,0.0,0.0020366598778004,0.0,0.0,0.08397598771723715
