,batsman,no of balls,batsman_runs,SRR,avg.runs,50's,100's,fours,sixes,30's,value
303,Q de Kock,0.16175207557973,0.159630606860158,0.54972236244321,0.750481214800028,0.153846153846153,0.2,0.187372708757637,0.0804597701149425,0.174603174603174,0.4514400288425201
304,R Ashwin,0.0701402805611222,0.0507915567282321,0.402439024390243,0.17245906703738,0.0,0.0,0.0448065173116089,0.00766283524904214,0.0,0.18465182345592138
305,R Bhatia,0.0827369023761809,0.075197889182058,0.505418719211822,0.195571155325064,0.0,0.0,0.0488798370672097,0.0498084291187739,0.0,0.22836369073991178
306,R Bishnoi,0.00458058975093043,0.00417766051011433,0.478991596638655,0.170219338894037,0.0,0.0,0.0020366598778004,0.00766283524904214,0.0,0.1960124125047541
307,R Dhawan,0.0383624391640423,0.033641160949868,0.485714285714285,0.257008804448563,0.0,0.0,0.0285132382892057,0.0153256704980842,0.0,0.23101463201217276
308,R Dravid,0.548811909533352,0.478012313104661,0.485773871592432,0.712561314677095,0.282051282051282,0.0,0.55397148676171,0.10727969348659,0.507936507936507,0.508162296555635
309,R McLaren,0.0506727741196679,0.0349604221635883,0.38282504012841,0.32872317673059,0.0256410256410256,0.0,0.0285132382892057,0.00383141762452107,0.0317460317460317,0.22428406028186043
310,R Ninan,0.000858860578299456,0.000439753737906772,0.214285714285714,0.0179178251467408,0.0,0.0,0.0,0.0,0.0,0.06974798023244208
311,R Rampaul,0.0146006298310907,0.0112137203166226,0.42032967032967,0.19581623196081,0.0,0.0,0.00610997963340122,0.00766283524904214,0.0,0.18758264289964138
312,R Sathish,0.0672774119667907,0.0593667546174142,0.490314769975787,0.302363299351251,0.0,0.0,0.0448065173116089,0.0229885057471264,0.0,0.25161973341483257
313,R Sharma,0.00171772115659891,0.00131926121372031,0.36734693877551,0.0806302131603337,0.0,0.0,0.0,0.00383141762452107,0.0,0.13484084281742634
314,R Shukla,0.00629831090752934,0.00417766051011433,0.354037267080745,0.127664504170528,0.0,0.0,0.00407331975560081,0.0,0.0,0.14552834535466183
315,R Tewatia,0.00658459776696249,0.00769569041336851,0.625,0.313561940067962,0.0,0.0,0.00814663951120162,0.00383141762452107,0.0,0.283467530773329
316,R Vinay Kumar,0.0813054680790151,0.0668425681618293,0.457142857142857,0.1992811772418,0.0,0.0,0.0407331975560081,0.0344827586206896,0.0,0.2125970298816927
317,RA Jadeja,0.417119954194102,0.380826737027264,0.509112286890064,0.431023238252153,0.0,0.0,0.256619144602851,0.218390804597701,0.222222222222222,0.3720461173531583
318,RA Tripathi,0.0784425994846836,0.0859718557607739,0.609350649350649,0.750628889183106,0.0512820512820512,0.0,0.0916496945010183,0.0651340996168582,0.111111111111111,0.435964906830726
319,Rashid Khan,0.00229029487546521,0.00241864555848724,0.523809523809523,0.0985480383070743,0.0,0.0,0.0,0.00383141762452107,0.0,0.18729353299207244
320,RD Chahar,0.0100200400801603,0.0118733509234828,0.642857142857142,0.18141797961075,0.0,0.0,0.00610997963340122,0.0114942528735632,0.0,0.25008822758347576
321,RE Levi,0.02089894073862,0.018249780123131,0.48069498069498,0.371794871794871,0.0256410256410256,0.0,0.020366598778004,0.0153256704980842,0.0158730158730158,0.2635261855046473
322,RE van der Merwe,0.0409390208989407,0.0349604221635883,0.473214285714285,0.284893419833179,0.0,0.0,0.0264765784114052,0.0306513409961685,0.0317460317460317,0.23666774587411352
323,RG More,0.00887489264242771,0.00703605980650835,0.428571428571428,0.172011121408711,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.18197969923862325
324,RG Sharma,0.937016890924706,0.925021987686895,0.550702504581551,0.739022454826847,0.846153846153846,0.2,0.720977596741344,0.659003831417624,0.936507936507936,0.7048945774097805
325,RJ Harris,0.0317778413970798,0.0257255936675461,0.447704081632653,0.149741824440619,0.0,0.0,0.0122199592668024,0.0114942528735632,0.0,0.18494027557968015
326,RJ Peterson,0.0,0.000219876868953386,0.428571428571428,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.1366564375743571
327,RJ Quiney,0.0297738333810478,0.0226473175021987,0.420408163265306,0.395471997881636,0.0256410256410256,0.0,0.0264765784114052,0.0114942528735632,0.0158730158730158,0.2536245899886696
328,RN ten Doeschate,0.067849985685657,0.0716798592788038,0.58703481392557,0.417229356988393,0.0256410256410256,0.0,0.0549898167006109,0.057471264367816,0.0634920634920634,0.3217014020815664
329,RP Singh,0.00658459776696249,0.00351802990325417,0.285714285714285,0.143342601173926,0.0,0.0,0.0,0.0,0.0,0.12939809894513682
330,RR Bhatkal,0.00343544231319782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000171772115659891
331,RR Pant,0.108789006584597,0.124010554089709,0.634420697412823,0.631603336422614,0.0769230769230769,0.0,0.0957230142566191,0.114942528735632,0.158730158730158,0.4189371863032408
332,RR Powar,0.0180360721442885,0.0147317502198768,0.448660714285714,0.200082380805272,0.0,0.0,0.0122199592668024,0.00383141762452107,0.0,0.19808318936264532
333,RR Raje,0.00229029487546521,0.00219876868953386,0.476190476190476,0.268767377201112,0.0,0.0,0.0020366598778004,0.0,0.0,0.22396431382164905
334,RR Rossouw,0.0143143429716576,0.0116534740545294,0.445378151260504,0.284893419833179,0.0,0.0,0.00610997963340122,0.0114942528735632,0.0,0.2220798896288926
335,RR Sarwan,0.0220440881763527,0.0160510114335971,0.401098901098901,0.49050046339203,0.0,0.0,0.0122199592668024,0.00383141762452107,0.0158730158730158,0.2712723971056041
336,RS Bopara,0.133695963355281,0.116754617414248,0.486263736263736,0.648706714971775,0.0769230769230769,0.0,0.0794297352342158,0.0613026819923371,0.0952380952380952,0.37578194535808507
337,RS Gavaskar,0.00200400801603206,0.000439753737906772,0.107142857142857,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.0484130755495161
338,RS Sodhi,0.000286286859433152,0.000879507475813544,0.857142857142857,0.107506950880444,0.0,0.0,0.0020366598778004,0.0,0.0,0.2896397736889893
339,RT Ponting,0.0366447180074434,0.0200087950747581,0.302325581395348,0.271753681392235,0.0,0.0,0.0142566191446028,0.00766283524904214,0.0,0.17751462769918758
340,RV Gomez,0.0148869166905239,0.0109938434476693,0.404312668463611,0.149315209556173,0.0,0.0,0.010183299389002,0.00383141762452107,0.0,0.16887480959992973
341,RV Uthappa,0.847122817062696,0.830694810905892,0.547007722007722,0.710072133612448,0.564102564102564,0.0,0.784114052953156,0.478927203065134,0.857142857142857,0.6425834509306604
342,S Anirudha,0.0343544231319782,0.0299032541776605,0.481700118063754,0.304603027494593,0.0256410256410256,0.0,0.0224032586558044,0.0268199233716475,0.0158730158730158,0.24634051631417675
343,S Aravind,0.00314915545376467,0.00263852242744063,0.428571428571428,0.322520852641334,0.0,0.0,0.0020366598778004,0.0,0.0,0.22589156057070692
344,S Badree,0.00687088462639564,0.00285839929639401,0.222857142857142,0.0698795180722892,0.0,0.0,0.0,0.0,0.0,0.08845038243978855
345,S Badrinath,0.356140853134841,0.316842568161829,0.4960413080895,0.595836600841233,0.282051282051282,0.0,0.317718940936863,0.10727969348659,0.365079365079365,0.43393690783204886
346,S Chanderpaul,0.00916117950186086,0.00549692172383465,0.324675324675324,0.22397281433426,0.0,0.0,0.00814663951120162,0.0,0.0,0.16617245761613583
347,S Dhawan,0.860005725737188,0.782981530343008,0.507867839315426,0.759587801756475,0.717948717948718,0.0,0.822810590631364,0.268199233716475,0.761904761904761,0.6470186988047862
348,S Gopal,0.00744345834526195,0.0030782761653474,0.222222222222222,0.125424776027185,0.0,0.0,0.0020366598778004,0.0,0.0,0.10511666620006595
349,S Kaul,0.00343544231319782,0.00197889182058047,0.296703296703296,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.11356971425680684
350,S Kaushik,0.00257658173489836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000128829086744918
351,S Ladda,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,S Nadeem,0.0200400801603206,0.00571679859278803,0.156941649899396,0.0436746987951807,0.0,0.0,0.0020366598778004,0.0,0.0,0.06190115466711387
353,S Narwal,0.00801603206412825,0.00813544415127528,0.54679802955665,0.248609823911028,0.0,0.0,0.0122199592668024,0.0,0.0,0.24069209920731352
354,S Rana,0.0231892356140853,0.0200087950747581,0.475609756097561,0.305722891566265,0.0,0.0,0.0183299389002036,0.00383141762452107,0.0,0.23907311636781337
355,S Randiv,0.000286286859433152,0.000219876868953386,0.214285714285714,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.07238503763161455
356,S Sohal,0.0887489264242771,0.080914687774846,0.507119889756545,0.494531974050046,0.0512820512820512,0.0,0.0692464358452138,0.0689655172413793,0.0952380952380952,0.32713786091252856
357,S Sreesanth,0.0160320641282565,0.00747581354441512,0.25563909774436,0.0761507568736484,0.0,0.0,0.0142566191446028,0.0,0.0,0.10208410428637904
358,S Sriram,0.0105926137990266,0.00681618293755497,0.349624060150375,0.416589434661724,0.0,0.0,0.00610997963340122,0.0,0.0,0.2315029960016746
359,S Tyagi,0.000858860578299456,0.000659630606860158,0.321428571428571,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.12072654146627239
360,S Vidyut,0.0194675064414543,0.0191292875989445,0.540372670807453,0.233827618164967,0.0,0.0,0.0142566191446028,0.0153256704980842,0.0158730158730158,0.2370638943437004
361,SA Abbott,0.00343544231319782,0.00329815303430079,0.494505494505494,0.201575532900834,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.20969834688990568
362,SA Asnodkar,0.100486687661036,0.0930079155672823,0.515016233766233,0.598361055558264,0.0512820512820512,0.0,0.120162932790224,0.0383141762452107,0.111111111111111,0.36417677373536256
363,SA Yadav,0.136845118809046,0.133685136323658,0.543990456307784,0.389072774614941,0.0256410256410256,0.0,0.107942973523421,0.0804597701149425,0.0952380952380952,0.3150774357672742
364,Sachin Baby,0.0300601202404809,0.0301231310466138,0.553908355795148,0.368211306765524,0.0,0.0,0.0224032586558044,0.0191570881226053,0.0158730158730158,0.28386887127814964
365,Salman Butt,0.0489550529630689,0.0424362357080035,0.480897009966777,0.741030054283065,0.0256410256410256,0.0,0.0610997963340122,0.00766283524904214,0.0317460317460317,0.38057035391633237
366,Sandeep Sharma,0.0100200400801603,0.00571679859278803,0.309523809523809,0.0635268346111719,0.0,0.0,0.0020366598778004,0.0,0.0,0.1131304412952271
367,SB Bangar,0.0163183509876896,0.0107739665787159,0.362068965517241,0.188137164040778,0.0,0.0,0.0020366598778004,0.0114942528735632,0.0,0.16778737443852157
368,SB Jakati,0.00830231892356141,0.00615655233069481,0.4,0.150509731232622,0.0,0.0,0.00610997963340122,0.0,0.0,0.16661138912337223
369,SB Joshi,0.00200400801603206,0.000659630606860158,0.160714285714285,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.07256951312387322
370,SB Styris,0.0380761523046092,0.0288038698328935,0.418976545842217,0.352085264133457,0.0,0.0,0.0224032586558044,0.0114942528735632,0.0158730158730158,0.23836062086954207
371,SB Wagh,0.000572573718866304,0.000439753737906772,0.285714285714285,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.09384991109005283
372,SC Ganguly,0.379330088748926,0.296613896218117,0.436005171299288,0.647441414007679,0.179487179487179,0.0,0.281059063136456,0.157088122605363,0.333333333333333,0.4207100093759396
373,SD Chitnis,0.0260521042084168,0.0217678100263852,0.461180124223602,0.332599629286376,0.0,0.0,0.020366598778004,0.00383141762452107,0.0158730158730158,0.24326885923798428
374,SE Bond,0.000286286859433152,0.000219876868953386,0.214285714285714,0.0268767377201112,0.0,0.0,0.0,0.0,0.0,0.07238503763161455
375,SE Marsh,0.547380475236186,0.547273526824978,0.557613322380703,0.969510147613866,0.538461538461538,0.2,0.558044806517311,0.295019157088122,0.587301587301587,0.6548438571703307
376,Shahid Afridi,0.0128829086744918,0.0178100263852242,0.754658385093167,0.241890639481001,0.0,0.0,0.0142566191446028,0.0229885057471264,0.0158730158730158,0.30376712912944714
377,Shakib Al Hasan,0.11451474377326,0.109938434476693,0.534378339864624,0.419949026876738,0.0512820512820512,0.0,0.0936863543788187,0.057471264367816,0.0952380952380952,0.31815231645553227
378,Shivam Sharma,0.000572573718866304,0.00109938434476693,0.714285714285714,0.0671918443002781,0.0,0.0,0.0020366598778004,0.0,0.0,0.23472440088766366
379,Shoaib Ahmed,0.00143143429716576,0.000219876868953386,0.0714285714285714,0.0089589125733704,0.0,0.0,0.0,0.0,0.0,0.024209804602336165
380,Shoaib Akhtar,0.00200400801603206,0.000439753737906772,0.107142857142857,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.0484130755495161
381,Shoaib Malik,0.0137417692527912,0.011433597185576,0.454810495626822,0.279518072289156,0.0,0.0,0.010183299389002,0.0,0.0,0.2228418495132207
382,SJ Srivastava,0.0128829086744918,0.0101143359718557,0.428571428571428,0.0951023027019318,0.0,0.0,0.00814663951120162,0.00766283524904214,0.0,0.15978773329364473
383,SK Raina,0.964214142570855,1.0,0.57855234702964,0.778569446822075,0.82051282051282,0.2,0.816700610997963,0.662835249042145,1.0,0.7383376850477253
384,SK Trivedi,0.0171772115659891,0.00923482849604221,0.295081967213114,0.0806302131603337,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.11515358117174733
385,SK Warne,0.0624105353564271,0.0435356200527704,0.387475538160469,0.197096076614149,0.0,0.0,0.0285132382892057,0.0229885057471264,0.0158730158730158,0.18622081023055576
386,SL Malinga,0.0292012596621815,0.0193491644678979,0.366158113730929,0.118257645968489,0.0,0.0,0.0122199592668024,0.0191570881226053,0.0,0.15072452977575673
387,SM Harwood,0.00372172917263097,0.00197889182058047,0.275510204081632,0.1209453197405,0.0,0.0,0.0,0.0,0.0,0.1193206327873292
388,SM Katich,0.0543945032922988,0.052990325417766,0.540762902019446,0.588844890049709,0.0512820512820512,0.0,0.0529531568228105,0.0306513409961685,0.0476190476190476,0.35757510189270997
389,SM Pollock,0.0329229888348124,0.0323218997361477,0.543103448275862,0.493860055607044,0.0,0.0,0.0244399185336048,0.0306513409961685,0.0317460317460317,0.3195172653373496
390,SMSM Senanayake,0.00458058975093043,0.00219876868953386,0.252100840336134,0.268767377201112,0.0,0.0,0.0,0.0,0.0,0.1567093716176737
391,SN Khan,0.0292012596621815,0.0389182058047493,0.736477115117891,0.432471143314514,0.0,0.0,0.0386965376782077,0.0229885057471264,0.0476190476190476,0.3601244290756076
392,SN Thakur,0.00229029487546521,0.0015391380826737,0.333333333333333,0.0470342910101946,0.0,0.0,0.0020366598778004,0.0,0.0,0.11452128204654494
393,Sohail Tanvir,0.00858860578299456,0.0079155672823219,0.497695852534562,0.1935125115848,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.20924107988499985
394,SP Fleming,0.0486687661036358,0.0430958663148636,0.491228070175438,0.52678405931418,0.0,0.0,0.0529531568228105,0.0114942528735632,0.0476190476190476,0.3165430399335641
395,SP Goswami,0.0741482965931863,0.052990325417766,0.397252747252747,0.404830861909175,0.0256410256410256,0.0,0.0529531568228105,0.00766283524904214,0.0317460317460317,0.2563621237766543
396,SP Jackson,0.00858860578299456,0.00835532102022867,0.525345622119815,0.340438677788073,0.0,0.0,0.010183299389002,0.0,0.0,0.2617130833207691
397,SP Narine,0.0549670770111651,0.0595866314863676,0.601776461880088,0.242786530738338,0.0256410256410256,0.0,0.0733197556008146,0.0459770114942528,0.0634920634920634,0.27253102093053755
398,SPD Smith,0.381334096764958,0.37664907651715,0.550744829064409,0.742578253460492,0.153846153846153,0.2,0.307535641547861,0.164750957854406,0.396825396825396,0.4955257050116631
399,SR Tendulkar,0.584884053821929,0.513192612137203,0.489376572546826,0.804234690240251,0.358974358974359,0.2,0.610997963340122,0.111111111111111,0.587301587301587,0.557980802738851
400,SR Watson,0.55768680217578,0.577836411609498,0.577878765667375,0.720735374780124,0.41025641025641,0.4,0.527494908350305,0.46743295019157,0.555555555555555,0.5892484850256452
401,SS Iyer,0.187231606069281,0.177440633245382,0.528026172300981,0.677797729379055,0.153846153846153,0.0,0.160896130346232,0.122605363984674,0.19047619047619,0.422856480479945
402,SS Shaikh,0.0217578013169195,0.0145118733509234,0.36734693877551,0.0933612994488073,0.0,0.0,0.010183299389002,0.0114942528735632,0.0,0.14215403499787743
403,SS Tiwary,0.317778413970798,0.28056288478452,0.492220650636492,0.535854958294717,0.179487179487179,0.0,0.189409368635437,0.172413793103448,0.253968253968253,0.39392009319575993
404,ST Jayasuriya,0.163756083595762,0.1688654353562,0.574420344053851,0.688044485634847,0.128205128205128,0.2,0.173116089613034,0.1455938697318,0.158730158730158,0.4414880678993506
405,STR Binny,0.176925279129687,0.168425681618293,0.530348488345257,0.36763537667152,0.0,0.0,0.120162932790224,0.111111111111111,0.142857142857142,0.3101620635853291
406,Sunny Gupta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
407,Sunny Singh,0.00858860578299456,0.0094547053649956,0.594470046082949,0.231139944392956,0.0,0.0,0.0122199592668024,0.00383141762452107,0.0,0.2501431801745682
408,SV Samson,0.333237904380188,0.313544415127528,0.524586143470263,0.618164967562558,0.205128205128205,0.2,0.228105906313645,0.218390804597701,0.301587301587301,0.4444253522722462
409,SW Billings,0.0492413398225021,0.0496921723834652,0.559867877786952,0.607414272474514,0.0512820512820512,0.0,0.0488798370672097,0.0191570881226053,0.0317460317460317,0.3673151483181776
410,SW Tait,0.00715717148582879,0.00505716798592788,0.379120879120879,0.123632993512511,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.1520621884118185
411,Swapnil Singh,0.0011451474377326,0.000659630606860158,0.257142857142857,0.0403151065801668,0.0,0.0,0.0,0.0,0.0,0.08936060954947979
412,T Henderson,0.00429430289149728,0.00241864555848724,0.294642857142857,0.147822057460611,0.0,0.0,0.0,0.00383141762452107,0.0,0.13342593913893525
413,T Kohli,0.00543945032922988,0.00241864555848724,0.235714285714285,0.0985480383070743,0.0,0.0,0.0,0.00383141762452107,0.0,0.10102241933618926
414,T Taibu,0.00715717148582879,0.00681618293755497,0.510989010989011,0.277726289774481,0.0,0.0,0.00610997963340122,0.0,0.0,0.23808176567143258
415,T Thushara,0.00515316346979673,0.00263852242744063,0.270676691729323,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.10591358188313091
416,TA Boult,0.00200400801603206,0.00109938434476693,0.267857142857142,0.0671918443002781,0.0,0.0,0.0020366598778004,0.0,0.0,0.10086740117395034
417,TD Paine,0.00801603206412825,0.00219876868953386,0.147783251231527,0.134383688600556,0.0,0.0,0.0,0.0,0.0,0.08527076042178469
418,TG Southee,0.00715717148582879,0.00857519788918206,0.642857142857142,0.149741824440619,0.0,0.0,0.010183299389002,0.00766283524904214,0.0,0.24016766962471062
419,TL Suman,0.167764099627827,0.148636763412489,0.493550742273059,0.46586345381526,0.0512820512820512,0.0,0.112016293279022,0.0996168582375478,0.0952380952380952,0.3300224973011255
420,TM Dilshan,0.299456054967077,0.253518029903254,0.471960704052394,0.619777571825765,0.23076923076923,0.0,0.283095723014256,0.0919540229885057,0.269841269841269,0.4162569535693582
421,TM Head,0.0429430289149728,0.0450747581354441,0.581835383159886,0.55097312326228,0.0256410256410256,0.0,0.0244399185336048,0.0306513409961685,0.0634920634920634,0.35261115650716784
422,TM Srivastava,0.00286286859433152,0.00175901495162708,0.311688311688311,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.1099515810634393
423,TR Birt,0.0166046378471228,0.0164907651715039,0.544794188861985,0.403151065801668,0.0,0.0,0.0183299389002036,0.00766283524904214,0.0,0.28860575064655924
424,TS Mills,0.00286286859433152,0.00175901495162708,0.311688311688311,0.0716713005869631,0.0,0.0,0.0,0.0,0.0,0.11532692860746152
425,U Kaul,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
426,UA Birla,0.00400801603206412,0.0015391380826737,0.2,0.188137164040778,0.0,0.0,0.0020366598778004,0.0,0.0,0.11693803001354999
427,UBT Chand,0.0896077870025765,0.0659630606860158,0.409463148316651,0.403151065801668,0.0256410256410256,0.0,0.065173116089613,0.0344827586206896,0.0476190476190476,0.2640561458618429
428,Umar Gul,0.00515316346979673,0.00857519788918206,0.8796992481203,0.262048192771084,0.0,0.0,0.00407331975560081,0.0191570881226053,0.0,0.34507396790007167
429,UT Khawaja,0.0297738333810478,0.02792436235708,0.518367346938775,0.568890948409019,0.0,0.0,0.0285132382892057,0.0114942528735632,0.0317460317460317,0.3331441983617568
430,UT Yadav,0.0269109647867162,0.0206684256816182,0.424060150375939,0.10984405850828,0.0,0.0,0.0162932790224032,0.0114942528735632,0.0,0.16541383817674535
431,V Kohli,1.0,0.972515391380826,0.542521874233379,0.843090857702495,0.897435897435897,0.8,0.790224032586557,0.60919540229885,1.0,0.7605463548814244
432,V Pratap Singh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433,V Sehwag,0.524477526481534,0.599824098504837,0.637830254851531,0.704997504812148,0.461538461538461,0.4,0.692464358452138,0.402298850574712,0.555555555555555,0.6158188963536425
434,V Shankar,0.0217578013169195,0.0222075637642919,0.562152133580705,0.678637627432808,0.0256410256410256,0.0,0.0244399185336048,0.00383141762452107,0.0158730158730158,0.3800503566652552
435,VH Zol,0.00715717148582879,0.00637642919964819,0.478021978021978,0.389712696941613,0.0,0.0,0.00610997963340122,0.00383141762452107,0.0,0.26197348761514294
436,Vishnu Vinod,0.00715717148582879,0.00417766051011433,0.313186813186813,0.170219338894037,0.0,0.0,0.0020366598778004,0.00383141762452107,0.0,0.14616992149847516
437,VR Aaron,0.0157457772688233,0.0101143359718557,0.35204081632653,0.137369992791679,0.0,0.0,0.00407331975560081,0.00766283524904214,0.0,0.149366867693924
438,VRV Singh,0.000572573718866304,0.000879507475813544,0.571428571428571,0.0537534754402224,0.0,0.0,0.0020366598778004,0.0,0.0,0.1878137596856087
439,VS Malik,0.000286286859433152,0.000439753737906772,0.428571428571428,0.0537534754402224,0.0,0.0,0.0,0.0,0.0,0.14475576092025744
440,VS Yeligati,0.0166046378471228,0.0129727352682497,0.428571428571428,0.158572752548656,0.0,0.0,0.0142566191446028,0.0,0.0,0.17926872309532849
441,VVS Laxman,0.077297452046951,0.0620052770448548,0.445967316816025,0.378962001853568,0.0256410256410256,0.0,0.0692464358452138,0.0153256704980842,0.0634920634920634,0.2658750892108635
442,VY Mahesh,0.0077297452046951,0.00329815303430079,0.229591836734693,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.09378291753217284
443,W Jaffer,0.0366447180074434,0.0285839929639401,0.431893687707641,0.436746987951807,0.0256410256410256,0.0,0.0285132382892057,0.0114942528735632,0.0317460317460317,0.2705325223113614
444,WA Mota,0.0214715144574864,0.0123131046613896,0.31578947368421,0.188137164040778,0.0,0.0,0.00610997963340122,0.0,0.0,0.15391057608084777
445,Washington Sundar,0.000858860578299456,0.000659630606860158,0.321428571428571,0.0403151065801668,0.0,0.0,0.0,0.0,0.0,0.10863200949222232
446,WD Parnell,0.022616661895219,0.0138522427440633,0.3375,0.141102873030584,0.0,0.0,0.010183299389002,0.00383141762452107,0.0,0.1470396352930439
447,WP Saha,0.348697394789579,0.342348284960422,0.547404195476385,0.53650103372068,0.179487179487179,0.2,0.266802443991853,0.218390804597701,0.253968253968253,0.43056960429865027
448,WPUJC Vaas,0.0206126538791869,0.0178100263852242,0.475538160469667,0.197910523211728,0.0,0.0,0.00407331975560081,0.00766283524904214,0.0,0.20559114293473482
449,X Thalaivan Sargunam,0.00458058975093043,0.00219876868953386,0.252100840336134,0.0671918443002781,0.0,0.0,0.0,0.0,0.0,0.09623671174742353
450,Y Gnaneswara Rao,0.00486687661036358,0.00417766051011433,0.452380952380952,0.510658016682113,0.0,0.0,0.00610997963340122,0.0,0.0,0.2900004991747872
451,Y Nagar,0.077297452046951,0.062664907651715,0.450711649973642,0.382993512511585,0.0,0.0,0.0407331975560081,0.0344827586206896,0.0158730158730158,0.2651632014592491
452,Y Venugopal Rao,0.247351846550243,0.216578715919085,0.488026424442609,0.509107435659797,0.0769230769230769,0.0,0.156822810590631,0.141762452107279,0.174603174603174,0.36034127351023104
453,YA Abdulla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,Yashpal Singh,0.018894932722588,0.0103342128408091,0.300639658848614,0.315801668211307,0.0,0.0,0.010183299389002,0.0,0.0,0.18762339699541677
455,YK Pathan,0.59404523332379,0.642480211081794,0.603220478943022,0.590479906903494,0.384615384615384,0.2,0.492871690427698,0.570881226053639,0.571428571428571,0.5632758288830194
456,Younis Khan,0.00171772115659891,0.000659630606860158,0.183673469387755,0.0806302131603337,0.0,0.0,0.0,0.0,0.0,0.07944295388294256
457,YS Chahal,0.00801603206412825,0.00329815303430079,0.22167487684729,0.0503938832252085,0.0,0.0,0.0,0.0,0.0,0.08235124492838604
458,Yuvraj Singh,0.586601774978528,0.569700967458223,0.541672473867595,0.60032437442076,0.307692307692307,0.0,0.415478615071283,0.540229885057471,0.555555555555555,0.5211657669089239
459,YV Takawale,0.0521042084168336,0.0422163588390501,0.449648711943793,0.516033364226135,0.0,0.0,0.0549898167006109,0.0114942528735632,0.0317460317460317,0.30107041149718167
460,Z Khan,0.0400801603206412,0.0257255936675461,0.355623100303951,0.116465863453815,0.0,0.0,0.0224032586558044,0.00766283524904214,0.0,0.1482312547309653
